Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000004029,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-1/12 ,,,,,
000000004030,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-2/12 ,,,,,
000000004031,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-3/12 ,,,,,
000000004032,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-4/12 ,,,,,
000000004033,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-5/12 ,,,,,
000000004034,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-6/12 ,,,,,
000000004035,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-7/12 ,,,,,
000000004036,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-8/12 ,,,,,
000000004037,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-9/12 ,,,,,
000000004038,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-10/12 ,,,,,
000000004039,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-11/12 ,,,,,
000000004040,,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-12/12 ,,,,,
000000004041,,S004003,90304-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/3 ,,,,,
000000004042,,S004003,90304-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-2/3 ,,,,,
000000004043,,S004003,90304-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-3/3 ,,,,,
000000004044,,S003001,90389-E-COM,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/2 ,,,,,
000000004045,,S003001,90389-E-COM,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-2/2 ,,,,,
000000004046,,S001001,90344-OYSHO SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/3 ,,,,,
000000004047,,S001001,90344-OYSHO SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-2/3 ,,,,,
000000004048,,S001001,90344-OYSHO SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-3/3 ,,,,,
000000004049,,S002004,90346-ZARA HOME,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/2 ,,,,,
000000004050,,S002004,90346-ZARA HOME,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-2/2 ,,,,,
000000004051,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/2 ,,,,,
000000004052,,S003005,90312-STR SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-2/2 ,,,,,
000000004053,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-1/2 ,,,,,
000000004054,,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-2/2 ,,,,,
000000004055,,S001005,90417-BSK SH,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-1/1 ,,,,,
000000004056,,R002003,90268-BSK BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-1/2 ,,,,,
000000004057,,R002003,90268-BSK BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-2/2 ,,,,,
000000004058,,S004003,90258-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-1/4 ,,,,,
000000004059,,S004003,90258-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-2/4 ,,,,,
000000004060,,S004003,90258-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-3/4 ,,,,,
000000004061,,S004003,90258-MD SH,Accounting-AP,APG,SH,APG AP accounting voucher 2018-1~1-4/4 ,,,,,
000000004062,,R001001,90269-PB BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-1~1-1/4 ,,,,,
000000004063,,R001001,90269-PB BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-1~1-2/4 ,,,,,
000000004064,,R001001,90269-PB BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-1~1-3/4 ,,,,,
000000004065,,R001001,90269-PB BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-1~1-4/4 ,,,,,
000000004066,,S002001,90453-ZARA FASHION ,Accounting-AP,APG,SH,APG AP accounting voucher 2018-2~2-1/1 ,,,,,
000000004067,,S002002,90258-MD BJ,Accounting-AP,APG,BJ ,APG AP accounting voucher 2018-2~2-1/1 ,,,,,
000000004068,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-3~3-1/5 ,,,,,
000000004069,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-3~3-2/5 ,,,,,
000000004070,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-3~3-3/5 ,,,,,
000000004071,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-3~3-4/5 ,,,,,
000000004072,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-3~3-5/5 ,,,,,
000000004073,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-1~1-1/4 ,,,,,
000000004074,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2106-1~1-2/4 ,,,,,
000000004075,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-1~1-3/4 ,,,,,
000000004076,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-1~1-4/4 ,,,,,
000000004077,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-2~2-1/5 ,,,,,
000000004078,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-2~2-2/5 ,,,,,
000000004079,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-2~2-3/5 ,,,,,
000000004080,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-2~2-4/5 ,,,,,
000000004081,,R001006,90185-ZARA SH,Accounting-AP,APG,SH,APG Rental Accounting voucher 2016-2~2-5/5 ,,,,,
